kind,case,round,variant,mean_ns,median_ns,mean_ci95_low_ns,mean_ci95_high_ns
encode,metadata_json,3,current,73.97671600143855,74.40411326490403,69.73074388773306,78.49734168994028
encode,metadata_json,3,published,119.65109696187346,114.79992597292724,115.43823814868207,124.88156228689563
encode,large_ascii,1,current,652.1169470688221,646.9896056117877,647.0191463931081,657.70571501541
encode,large_ascii,1,published,1199.9121351019155,1229.859917316324,1150.8519071452504,1241.9454013933705
encode,large_ascii,2,current,664.7475816342125,653.0023778481406,656.7368692130248,673.4151563053775
encode,large_ascii,2,published,1251.179962153477,1272.344874923033,1197.056245153013,1300.3185123908938
encode,large_ascii,3,current,746.5393374202125,700.5703374373005,718.5957409658893,778.295558475873
encode,large_ascii,3,published,1898.5797220457036,1849.7337494710114,1774.2018824713548,2035.0047229916574
encode,large_utf8,1,current,677.151362564572,675.752106873823,672.1538419942437,682.1575503158768
encode,large_utf8,1,published,1284.4345798704687,1330.143315589232,1230.938936036921,1327.0748621555424
