group,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
decode_json,progress_id_after_1460,baseline,6,1,3034651,3034651,3000
decode_json,progress_id_after_1460,json_only,6,1,2711211,2711211,3000
decode_json,progress_id_after_1460,simd,6,1,3078911,3078911,3000
decode_json,progress_id_after_1460,fused,6,1,3043145,3043145,3000
decode_json,progress_id_after_1460,core,6,1,3027137,3027137,3000
decode_json,progress_id_after_1460,combined,6,1,3006423,3006423,3000
decode_json,progress_id_after_1460,fused,7,1,3041994,3041994,3000
decode_json,progress_id_after_1460,combined,7,1,3024343,3024343,3000
decode_json,progress_id_after_1460,simd,7,1,3050373,3050373,3000
decode_json,progress_id_after_1460,json_only,7,1,2719191,2719191,3000
decode_json,progress_id_after_1460,baseline,7,1,3049613,3049613,3000
decode_json,progress_id_after_1460,core,7,1,2998455,2998455,3000
decode_json,progress_id_after_1460,baseline,8,1,3044435,3044435,3000
decode_json,progress_id_after_1460,core,8,1,3016261,3016261,3000
decode_json,progress_id_after_1460,combined,8,1,3008022,3008022,3000
decode_json,progress_id_after_1460,fused,8,1,3041135,3041135,3000
decode_json,progress_id_after_1460,simd,8,1,3064790,3064790,3000
decode_json,progress_id_after_1460,json_only,8,1,2716580,2716580,3000
decode_json,progress_id_after_1460,core,9,1,3004965,3004965,3000
decode_json,progress_id_after_1460,simd,9,1,3088136,3088136,3000
decode_json,progress_id_after_1460,baseline,9,1,3042274,3042274,3000
decode_json,progress_id_after_1460,combined,9,1,3009511,3009511,3000
decode_json,progress_id_after_1460,fused,9,1,3047275,3047275,3000
decode_json,progress_id_after_1460,json_only,9,1,2721808,2721808,3000
decode_json,progress_id_after_1460,simd,10,1,3087695,3087695,3000
decode_json,progress_id_after_1460,baseline,10,1,3061975,3061975,3000
decode_json,progress_id_after_1460,combined,10,1,3009238,3009238,3000
decode_json,progress_id_after_1460,json_only,10,1,2708854,2708854,3000
decode_json,progress_id_after_1460,core,10,1,3015340,3015340,3000
decode_json,progress_id_after_1460,fused,10,1,3039077,3039077,3000
decode_json,progress_id_after_1460,combined,11,1,3045576,3045576,3000
decode_json,progress_id_after_1460,fused,11,1,3027887,3027887,3000
decode_json,progress_id_after_1460,json_only,11,1,2710641,2710641,3000
decode_json,progress_id_after_1460,baseline,11,1,3059924,3059924,3000
decode_json,progress_id_after_1460,simd,11,1,3069210,3069210,3000
decode_json,progress_id_after_1460,core,11,1,3027441,3027441,3000
decode_json,progress_id_after_1460,json_only,12,1,2707087,2707087,3000
decode_json,progress_id_after_1460,combined,12,1,3000877,3000877,3000
decode_json,progress_id_after_1460,simd,12,1,3095726,3095726,3000
decode_json,progress_id_after_1460,core,12,1,2989592,2989592,3000
decode_json,progress_id_after_1460,baseline,12,1,3062353,3062353,3000
decode_json,progress_id_after_1460,fused,12,1,3069925,3069925,3000
decode_json,progress_id_after_1460,fused,13,1,3041519,3041519,3000
decode_json,progress_id_after_1460,baseline,13,1,3043753,3043753,3000
decode_json,progress_id_after_1460,simd,13,1,3198927,3198927,3000
decode_json,progress_id_after_1460,json_only,13,1,2710160,2710160,3000
decode_json,progress_id_after_1460,core,13,1,3021558,3021558,3000
decode_json,progress_id_after_1460,combined,13,1,3010522,3010522,3000
decode_json,progress_id_after_1460,fused,14,1,3046410,3046410,3000
decode_json,progress_id_after_1460,core,14,1,2989696,2989696,3000
decode_json,progress_id_after_1460,combined,14,1,3002259,3002259,3000
decode_json,progress_id_after_1460,json_only,14,1,2706756,2706756,3000
decode_json,progress_id_after_1460,baseline,14,1,3080906,3080906,3000
decode_json,progress_id_after_1460,simd,14,1,3053664,3053664,3000
decode_json,progress_id_after_1460,core,15,1,2994907,2994907,3000
decode_json,progress_id_after_1460,json_only,15,1,2719319,2719319,3000
decode_json,progress_id_after_1460,fused,15,1,3083703,3083703,3000
decode_json,progress_id_after_1460,simd,15,1,3124726,3124726,3000
decode_json,progress_id_after_1460,combined,15,1,3041323,3041323,3000
decode_json,progress_id_after_1460,baseline,15,1,3096531,3096531,3000
decode_json,progress_id_after_1460,baseline,16,1,3140787,3140787,3000
decode_json,progress_id_after_1460,combined,16,1,3057010,3057010,3000
decode_json,progress_id_after_1460,core,16,1,3057212,3057212,3000
decode_json,progress_id_after_1460,fused,16,1,3110864,3110864,3000
decode_json,progress_id_after_1460,json_only,16,1,2763487,2763487,3000
decode_json,progress_id_after_1460,simd,16,1,3089072,3089072,3000
decode_json,progress_id_after_1460,combined,17,1,3029563,3029563,3000
decode_json,progress_id_after_1460,baseline,17,1,3073046,3073046,3000
decode_json,progress_id_after_1460,simd,17,1,3082971,3082971,3000
decode_json,progress_id_after_1460,fused,17,1,3082459,3082459,3000
decode_json,progress_id_after_1460,json_only,17,1,2715242,2715242,3000
decode_json,progress_id_after_1460,core,17,1,3047284,3047284,3000
decode_json,progress_id_after_1460,baseline,18,1,3079492,3079492,3000
decode_json,progress_id_after_1460,combined,18,1,3021737,3021737,3000
decode_json,progress_id_after_1460,fused,18,1,3081537,3081537,3000
decode_json,progress_id_after_1460,simd,18,1,3105745,3105745,3000
decode_json,progress_id_after_1460,core,18,1,3022491,3022491,3000
decode_json,progress_id_after_1460,json_only,18,1,2721238,2721238,3000
decode_json,progress_id_after_1460,json_only,19,1,2724794,2724794,3000
decode_json,progress_id_after_1460,core,19,1,2982533,2982533,3000
decode_json,progress_id_after_1460,baseline,19,1,3070936,3070936,3000
decode_json,progress_id_after_1460,combined,19,1,3000580,3000580,3000
decode_json,progress_id_after_1460,simd,19,1,3066895,3066895,3000
decode_json,progress_id_after_1460,fused,19,1,3075352,3075352,3000
decode_json,progress_id_after_1460,baseline,20,1,3047481,3047481,3000
decode_json,progress_id_after_1460,core,20,1,3034053,3034053,3000
decode_json,progress_id_after_1460,json_only,20,1,2714065,2714065,3000
decode_json,progress_id_after_1460,combined,20,1,3004836,3004836,3000
decode_json,progress_id_after_1460,simd,20,1,3049575,3049575,3000
decode_json,progress_id_after_1460,fused,20,1,3049202,3049202,3000
decode_json,progress_id_after_1460,fused,21,1,3055465,3055465,3000
decode_json,progress_id_after_1460,combined,21,1,3044161,3044161,3000
decode_json,progress_id_after_1460,core,21,1,2993046,2993046,3000
decode_json,progress_id_after_1460,json_only,21,1,2715332,2715332,3000
decode_json,progress_id_after_1460,baseline,21,1,3044361,3044361,3000
decode_json,progress_id_after_1460,simd,21,1,3191622,3191622,3000
decode_json,progress_id_after_1460,json_only,22,1,2743028,2743028,3000
decode_json,progress_id_after_1460,core,22,1,3016535,3016535,3000
decode_json,progress_id_after_1460,baseline,22,1,3041092,3041092,3000
decode_json,progress_id_after_1460,simd,22,1,3057169,3057169,3000
decode_json,progress_id_after_1460,fused,22,1,3027440,3027440,3000
decode_json,progress_id_after_1460,combined,22,1,3018176,3018176,3000
decode_json,progress_id_after_1460,simd,23,1,3076793,3076793,3000
decode_json,progress_id_after_1460,core,23,1,2998553,2998553,3000
decode_json,progress_id_after_1460,fused,23,1,3038814,3038814,3000
decode_json,progress_id_after_1460,combined,23,1,3008558,3008558,3000
decode_json,progress_id_after_1460,json_only,23,1,2717936,2717936,3000
decode_json,progress_id_after_1460,baseline,23,1,3047256,3047256,3000
decode_json,progress_id_after_1460,fused,24,1,3073530,3073530,3000
decode_json,progress_id_after_1460,core,24,1,2987936,2987936,3000
decode_json,progress_id_after_1460,simd,24,1,3069539,3069539,3000
decode_json,progress_id_after_1460,json_only,24,1,2715930,2715930,3000
decode_json,progress_id_after_1460,combined,24,1,3022408,3022408,3000
decode_json,progress_id_after_1460,baseline,24,1,3093235,3093235,3000
decode_json,progress_id_after_1460,fused,25,1,3044441,3044441,3000
decode_json,progress_id_after_1460,core,25,1,3000042,3000042,3000
decode_json,progress_id_after_1460,simd,25,1,3061431,3061431,3000
decode_json,progress_id_after_1460,baseline,25,1,3050401,3050401,3000
decode_json,progress_id_after_1460,json_only,25,1,2713051,2713051,3000
decode_json,progress_id_after_1460,combined,25,1,3040003,3040003,3000
decode_json,progress_id_after_1460,core,26,1,3025690,3025690,3000
decode_json,progress_id_after_1460,combined,26,1,3020159,3020159,3000
decode_json,progress_id_after_1460,baseline,26,1,3063880,3063880,3000
decode_json,progress_id_after_1460,fused,26,1,3086915,3086915,3000
decode_json,progress_id_after_1460,simd,26,1,3083432,3083432,3000
decode_json,progress_id_after_1460,json_only,26,1,2709304,2709304,3000
decode_json,progress_id_after_1460,json_only,27,1,2716621,2716621,3000
decode_json,progress_id_after_1460,core,27,1,2991518,2991518,3000
decode_json,progress_id_after_1460,combined,27,1,3003227,3003227,3000
decode_json,progress_id_after_1460,baseline,27,1,3044056,3044056,3000
decode_json,progress_id_after_1460,simd,27,1,3078604,3078604,3000
decode_json,progress_id_after_1460,fused,27,1,3053792,3053792,3000
decode_json,progress_id_after_1460,fused,28,1,3168311,3168311,3000
decode_json,progress_id_after_1460,simd,28,1,3085537,3085537,3000
decode_json,progress_id_after_1460,json_only,28,1,3244243,3244243,3000
decode_json,progress_id_after_1460,core,28,1,4314084,4314084,3000
decode_json,progress_id_after_1460,baseline,28,1,4076087,4076087,3000
decode_json,progress_id_after_1460,combined,28,1,4238501,4238501,3000
decode_json,progress_id_after_1460,simd,29,1,4551784,4551784,3000
decode_json,progress_id_after_1460,json_only,29,1,3455642,3455642,3000
decode_json,progress_id_after_1460,baseline,29,1,3921688,3921688,3000
decode_json,progress_id_after_1460,core,29,1,3988700,3988700,3000
decode_json,progress_id_after_1460,combined,29,1,4128725,4128725,3000
decode_json,progress_id_after_1460,fused,29,1,4136803,4136803,3000
decode_json,progress_id_after_1460,combined,30,1,4027281,4027281,3000
decode_json,progress_id_after_1460,json_only,30,1,3737938,3737938,3000
decode_json,progress_id_after_1460,baseline,30,1,3751413,3751413,3000
decode_json,progress_id_after_1460,simd,30,1,4018466,4018466,3000
decode_json,progress_id_after_1460,fused,30,1,4439596,4439596,3000
decode_json,progress_id_after_1460,core,30,1,3760834,3760834,3000
encode,progress_id_after_1460,direct,0,2,2697290,1348645,3000
encode,progress_id_after_1460,baseline,0,1,1909839,1909839,3000
encode,progress_id_after_1460,reserved,0,1,1658547,1658547,3000
encode,progress_id_after_1460,reserved,1,1,1401364,1401364,3000
encode,progress_id_after_1460,direct,1,2,2559615,1279807.5,3000
encode,progress_id_after_1460,baseline,1,1,1560516,1560516,3000
encode,progress_id_after_1460,reserved,2,1,1324646,1324646,3000
encode,progress_id_after_1460,direct,2,2,2624449,1312224.5,3000
encode,progress_id_after_1460,baseline,2,1,1715721,1715721,3000
encode,progress_id_after_1460,direct,3,2,2389223,1194611.5,3000
encode,progress_id_after_1460,baseline,3,1,1707736,1707736,3000
encode,progress_id_after_1460,reserved,3,1,1356062,1356062,3000
encode,progress_id_after_1460,direct,4,2,2447017,1223508.5,3000
encode,progress_id_after_1460,reserved,4,1,1351891,1351891,3000
encode,progress_id_after_1460,baseline,4,1,1672983,1672983,3000
encode,progress_id_after_1460,reserved,5,1,1294019,1294019,3000
encode,progress_id_after_1460,direct,5,2,2669605,1334802.5,3000
encode,progress_id_after_1460,baseline,5,1,1606156,1606156,3000
encode,progress_id_after_1460,baseline,6,1,1327946,1327946,3000
encode,progress_id_after_1460,reserved,6,1,1057807,1057807,3000
encode,progress_id_after_1460,direct,6,2,1963314,981657,3000
encode,progress_id_after_1460,baseline,7,1,1298420,1298420,3000
encode,progress_id_after_1460,direct,7,2,1998055,999027.5,3000
encode,progress_id_after_1460,reserved,7,1,1105867,1105867,3000
encode,progress_id_after_1460,reserved,8,1,1132698,1132698,3000
encode,progress_id_after_1460,baseline,8,1,1244415,1244415,3000
encode,progress_id_after_1460,direct,8,2,1969612,984806,3000
encode,progress_id_after_1460,baseline,9,1,1236885,1236885,3000
encode,progress_id_after_1460,reserved,9,1,1087638,1087638,3000
encode,progress_id_after_1460,direct,9,2,2093637,1046818.5,3000
encode,progress_id_after_1460,direct,10,2,2087519,1043759.5,3000
encode,progress_id_after_1460,reserved,10,1,1070298,1070298,3000
encode,progress_id_after_1460,baseline,10,1,1274412,1274412,3000
encode,progress_id_after_1460,reserved,11,1,1094564,1094564,3000
encode,progress_id_after_1460,direct,11,2,1974341,987170.5,3000
encode,progress_id_after_1460,baseline,11,1,1292665,1292665,3000
encode,progress_id_after_1460,baseline,12,1,1438150,1438150,3000
encode,progress_id_after_1460,reserved,12,1,1099246,1099246,3000
encode,progress_id_after_1460,direct,12,2,2123160,1061580,3000
encode,progress_id_after_1460,reserved,13,1,1049308,1049308,3000
encode,progress_id_after_1460,direct,13,2,2156251,1078125.5,3000
encode,progress_id_after_1460,baseline,13,1,1270907,1270907,3000
encode,progress_id_after_1460,reserved,14,1,1075030,1075030,3000
encode,progress_id_after_1460,baseline,14,1,1318191,1318191,3000
encode,progress_id_after_1460,direct,14,2,2178730,1089365,3000
encode,progress_id_after_1460,reserved,15,1,1026969,1026969,3000
encode,progress_id_after_1460,direct,15,2,1986069,993034.5,3000
encode,progress_id_after_1460,baseline,15,1,1268215,1268215,3000
encode,progress_id_after_1460,direct,16,2,2068325,1034162.5,3000
encode,progress_id_after_1460,reserved,16,1,1084513,1084513,3000
encode,progress_id_after_1460,baseline,16,1,1289444,1289444,3000
encode,progress_id_after_1460,reserved,17,1,1263522,1263522,3000
encode,progress_id_after_1460,baseline,17,1,1618450,1618450,3000
encode,progress_id_after_1460,direct,17,2,2150648,1075324,3000
encode,progress_id_after_1460,reserved,18,1,1060695,1060695,3000
encode,progress_id_after_1460,direct,18,2,2007323,1003661.5,3000
encode,progress_id_after_1460,baseline,18,1,1268561,1268561,3000
encode,progress_id_after_1460,direct,19,2,1972517,986258.5,3000
encode,progress_id_after_1460,baseline,19,1,1597576,1597576,3000
encode,progress_id_after_1460,reserved,19,1,1064288,1064288,3000
encode,progress_id_after_1460,baseline,20,1,1268466,1268466,3000
encode,progress_id_after_1460,reserved,20,1,1100868,1100868,3000
encode,progress_id_after_1460,direct,20,2,1936841,968420.5,3000
encode,progress_id_after_1460,reserved,21,1,1072606,1072606,3000
encode,progress_id_after_1460,direct,21,2,1949598,974799,3000
encode,progress_id_after_1460,baseline,21,1,1271704,1271704,3000
encode,progress_id_after_1460,direct,22,2,2076739,1038369.5,3000
encode,progress_id_after_1460,reserved,22,1,1095057,1095057,3000
encode,progress_id_after_1460,baseline,22,1,1310548,1310548,3000
encode,progress_id_after_1460,baseline,23,1,1263641,1263641,3000
encode,progress_id_after_1460,direct,23,2,1946269,973134.5,3000
encode,progress_id_after_1460,reserved,23,1,1044031,1044031,3000
encode,progress_id_after_1460,direct,24,2,1948173,974086.5,3000
encode,progress_id_after_1460,reserved,24,1,1037775,1037775,3000
encode,progress_id_after_1460,baseline,24,1,1273572,1273572,3000
encode,progress_id_after_1460,reserved,25,1,1053835,1053835,3000
encode,progress_id_after_1460,baseline,25,1,1252724,1252724,3000
encode,progress_id_after_1460,direct,25,2,2029559,1014779.5,3000
encode,progress_id_after_1460,direct,26,2,1918076,959038,3000
encode,progress_id_after_1460,reserved,26,1,1081434,1081434,3000
encode,progress_id_after_1460,baseline,26,1,1248654,1248654,3000
encode,progress_id_after_1460,reserved,27,1,1037897,1037897,3000
encode,progress_id_after_1460,direct,27,2,1922087,961043.5,3000
encode,progress_id_after_1460,baseline,27,1,1295306,1295306,3000
encode,progress_id_after_1460,reserved,28,1,1046836,1046836,3000
encode,progress_id_after_1460,baseline,28,1,1272453,1272453,3000
encode,progress_id_after_1460,direct,28,2,1942578,971289,3000
encode,progress_id_after_1460,baseline,29,1,1262974,1262974,3000
encode,progress_id_after_1460,direct,29,2,1995622,997811,3000
encode,progress_id_after_1460,reserved,29,1,1011459,1011459,3000
encode,progress_id_after_1460,reserved,30,1,1062712,1062712,3000
encode,progress_id_after_1460,baseline,30,1,1268910,1268910,3000
encode,progress_id_after_1460,direct,30,2,1970833,985416.5,3000
decode,progress_meta_before_event,core,0,8,2573408,321676,3000
decode,progress_meta_before_event,combined,0,11,2971752,270159.2727272727,3000
decode,progress_meta_before_event,baseline,0,9,3087516,343057.3333333333,3000
decode,progress_meta_before_event,fused,0,9,3197772,355308,3000
decode,progress_meta_before_event,simd,0,8,2939953,367494.125,3000
decode,progress_meta_before_event,core,1,8,2760465,345058.125,3000
decode,progress_meta_before_event,baseline,1,9,3257574,361952.6666666667,3000
decode,progress_meta_before_event,simd,1,8,3995696,499462,3000
decode,progress_meta_before_event,fused,1,9,5738196,637577.3333333334,3000
decode,progress_meta_before_event,combined,1,11,3942688,358426.1818181818,3000
decode,progress_meta_before_event,core,2,8,3049717,381214.625,3000
decode,progress_meta_before_event,fused,2,9,3238529,359836.55555555556,3000
decode,progress_meta_before_event,baseline,2,9,3202780,355864.44444444444,3000
decode,progress_meta_before_event,simd,2,8,2780683,347585.375,3000
decode,progress_meta_before_event,combined,2,11,3078975,279906.8181818182,3000
decode,progress_meta_before_event,baseline,3,9,2994316,332701.77777777775,3000
decode,progress_meta_before_event,fused,3,9,2971984,330220.44444444444,3000
decode,progress_meta_before_event,combined,3,11,3024946,274995.0909090909,3000
decode,progress_meta_before_event,core,3,8,2541118,317639.75,3000
decode,progress_meta_before_event,simd,3,8,2704690,338086.25,3000
decode,progress_meta_before_event,baseline,4,9,2996929,332992.1111111111,3000
decode,progress_meta_before_event,simd,4,8,2761094,345136.75,3000
decode,progress_meta_before_event,combined,4,11,3085664,280514.9090909091,3000
decode,progress_meta_before_event,fused,4,9,3036432,337381.3333333333,3000
decode,progress_meta_before_event,core,4,8,2610335,326291.875,3000
decode,progress_meta_before_event,simd,5,8,2681781,335222.625,3000
decode,progress_meta_before_event,fused,5,9,2941215,326801.6666666667,3000
decode,progress_meta_before_event,baseline,5,9,3215176,357241.77777777775,3000
decode,progress_meta_before_event,combined,5,11,2979188,270835.2727272727,3000
decode,progress_meta_before_event,core,5,8,2575372,321921.5,3000
decode,progress_meta_before_event,simd,6,8,2809824,351228,3000
decode,progress_meta_before_event,fused,6,9,2986635,331848.3333333333,3000
decode,progress_meta_before_event,baseline,6,9,2919878,324430.8888888889,3000
decode,progress_meta_before_event,core,6,8,2533507,316688.375,3000
decode,progress_meta_before_event,combined,6,11,2975308,270482.54545454547,3000
decode,progress_meta_before_event,simd,7,8,2744031,343003.875,3000
decode,progress_meta_before_event,core,7,8,2536694,317086.75,3000
decode,progress_meta_before_event,combined,7,11,2984269,271297.1818181818,3000
decode,progress_meta_before_event,baseline,7,9,2970434,330048.22222222225,3000
decode,progress_meta_before_event,fused,7,9,2938954,326550.44444444444,3000
decode,progress_meta_before_event,combined,8,11,2958948,268995.2727272727,3000
decode,progress_meta_before_event,baseline,8,9,3014552,334950.22222222225,3000
decode,progress_meta_before_event,core,8,8,2523595,315449.375,3000
decode,progress_meta_before_event,simd,8,8,2702557,337819.625,3000
decode,progress_meta_before_event,fused,8,9,2938154,326461.55555555556,3000
decode,progress_meta_before_event,fused,9,9,2954202,328244.6666666667,3000
decode,progress_meta_before_event,combined,9,11,2986489,271499,3000
decode,progress_meta_before_event,simd,9,8,2692624,336578,3000
decode,progress_meta_before_event,core,9,8,2545926,318240.75,3000
decode,progress_meta_before_event,baseline,9,9,2947891,327543.44444444444,3000
decode,progress_meta_before_event,combined,10,11,2962320,269301.8181818182,3000
decode,progress_meta_before_event,fused,10,9,2921513,324612.55555555556,3000
decode,progress_meta_before_event,baseline,10,9,2984375,331597.22222222225,3000
decode,progress_meta_before_event,core,10,8,2566938,320867.25,3000
decode,progress_meta_before_event,simd,10,8,2698314,337289.25,3000
decode,progress_meta_before_event,core,11,8,2527803,315975.375,3000
decode,progress_meta_before_event,fused,11,9,2928397,325377.44444444444,3000
decode,progress_meta_before_event,combined,11,11,2988729,271702.63636363635,3000
decode,progress_meta_before_event,simd,11,8,2699109,337388.625,3000
decode,progress_meta_before_event,baseline,11,9,2914499,323833.22222222225,3000
decode,progress_meta_before_event,combined,12,11,2986830,271530,3000
decode,progress_meta_before_event,baseline,12,9,3011614,334623.77777777775,3000
decode,progress_meta_before_event,core,12,8,2583078,322884.75,3000
decode,progress_meta_before_event,simd,12,8,2689058,336132.25,3000
decode,progress_meta_before_event,fused,12,9,2926677,325186.3333333333,3000
decode,progress_meta_before_event,core,13,8,2558465,319808.125,3000
decode,progress_meta_before_event,fused,13,9,2941199,326799.8888888889,3000
decode,progress_meta_before_event,baseline,13,9,3019522,335502.44444444444,3000
decode,progress_meta_before_event,simd,13,8,2688331,336041.375,3000
decode,progress_meta_before_event,combined,13,11,3002231,272930.0909090909,3000
decode,progress_meta_before_event,combined,14,11,2974100,270372.7272727273,3000
decode,progress_meta_before_event,fused,14,9,2929362,325484.6666666667,3000
decode,progress_meta_before_event,core,14,8,2552626,319078.25,3000
decode,progress_meta_before_event,baseline,14,9,2968747,329860.77777777775,3000
decode,progress_meta_before_event,simd,14,8,2671271,333908.875,3000
decode,progress_meta_before_event,combined,15,11,2993198,272108.9090909091,3000
decode,progress_meta_before_event,core,15,8,2533350,316668.75,3000
decode,progress_meta_before_event,simd,15,8,2728791,341098.875,3000
decode,progress_meta_before_event,baseline,15,9,2995802,332866.8888888889,3000
decode,progress_meta_before_event,fused,15,9,2921926,324658.44444444444,3000
decode,progress_meta_before_event,baseline,16,9,2963979,329331,3000
decode,progress_meta_before_event,simd,16,8,2703239,337904.875,3000
decode,progress_meta_before_event,fused,16,9,2922586,324731.77777777775,3000
decode,progress_meta_before_event,combined,16,11,2957218,268838,3000
decode,progress_meta_before_event,core,16,8,2532576,316572,3000
decode,progress_meta_before_event,baseline,17,9,2931575,325730.55555555556,3000
decode,progress_meta_before_event,combined,17,11,2962669,269333.54545454547,3000
decode,progress_meta_before_event,simd,17,8,2737708,342213.5,3000
decode,progress_meta_before_event,fused,17,9,2904340,322704.44444444444,3000
decode,progress_meta_before_event,core,17,8,2662562,332820.25,3000
decode,progress_meta_before_event,simd,18,8,2683463,335432.875,3000
decode,progress_meta_before_event,fused,18,9,2939821,326646.77777777775,3000
decode,progress_meta_before_event,combined,18,11,2966997,269727,3000
decode,progress_meta_before_event,core,18,8,2524409,315551.125,3000
decode,progress_meta_before_event,baseline,18,9,3028490,336498.8888888889,3000
decode,progress_meta_before_event,core,19,8,2551763,318970.375,3000
decode,progress_meta_before_event,baseline,19,9,2930982,325664.6666666667,3000
decode,progress_meta_before_event,fused,19,9,2906040,322893.3333333333,3000
decode,progress_meta_before_event,simd,19,8,2701639,337704.875,3000
decode,progress_meta_before_event,combined,19,11,2969757,269977.9090909091,3000
decode,progress_meta_before_event,core,20,8,2544493,318061.625,3000
decode,progress_meta_before_event,baseline,20,9,2931070,325674.44444444444,3000
decode,progress_meta_before_event,combined,20,11,3002044,272913.0909090909,3000
decode,progress_meta_before_event,fused,20,9,2949774,327752.6666666667,3000
decode,progress_meta_before_event,simd,20,8,2702101,337762.625,3000
decode,progress_meta_before_event,simd,21,8,2675990,334498.75,3000
decode,progress_meta_before_event,combined,21,11,2992205,272018.63636363635,3000
decode,progress_meta_before_event,baseline,21,9,2981900,331322.22222222225,3000
decode,progress_meta_before_event,fused,21,9,2934758,326084.22222222225,3000
decode,progress_meta_before_event,core,21,8,2532990,316623.75,3000
decode,progress_meta_before_event,simd,22,8,2717210,339651.25,3000
decode,progress_meta_before_event,combined,22,11,2999039,272639.9090909091,3000
decode,progress_meta_before_event,core,22,8,2568867,321108.375,3000
decode,progress_meta_before_event,baseline,22,9,2947479,327497.6666666667,3000
decode,progress_meta_before_event,fused,22,9,2910584,323398.22222222225,3000
decode,progress_meta_before_event,combined,23,11,2979336,270848.7272727273,3000
decode,progress_meta_before_event,core,23,8,2531657,316457.125,3000
decode,progress_meta_before_event,baseline,23,9,3007771,334196.77777777775,3000
decode,progress_meta_before_event,simd,23,8,2706169,338271.125,3000
decode,progress_meta_before_event,fused,23,9,2936739,326304.3333333333,3000
decode,progress_meta_before_event,fused,24,9,2922716,324746.22222222225,3000
decode,progress_meta_before_event,core,24,8,2540880,317610,3000
decode,progress_meta_before_event,baseline,24,9,2920691,324521.22222222225,3000
decode,progress_meta_before_event,combined,24,11,2961197,269199.7272727273,3000
decode,progress_meta_before_event,simd,24,8,2697100,337137.5,3000
decode,progress_meta_before_event,fused,25,9,2903265,322585,3000
decode,progress_meta_before_event,combined,25,11,2959285,269025.9090909091,3000
decode,progress_meta_before_event,core,25,8,2545295,318161.875,3000
decode,progress_meta_before_event,simd,25,8,2693488,336686,3000
decode,progress_meta_before_event,baseline,25,9,2999808,333312,3000
decode,progress_meta_before_event,baseline,26,9,2920489,324498.77777777775,3000
decode,progress_meta_before_event,simd,26,8,2724114,340514.25,3000
decode,progress_meta_before_event,fused,26,9,2920423,324491.44444444444,3000
decode,progress_meta_before_event,core,26,8,2527928,315991,3000
decode,progress_meta_before_event,combined,26,11,2976762,270614.7272727273,3000
decode,progress_meta_before_event,core,27,8,2539947,317493.375,3000
decode,progress_meta_before_event,fused,27,9,2930855,325650.55555555556,3000
decode,progress_meta_before_event,baseline,27,9,2978080,330897.77777777775,3000
decode,progress_meta_before_event,combined,27,11,2990391,271853.7272727273,3000
decode,progress_meta_before_event,simd,27,8,2695947,336993.375,3000
decode,progress_meta_before_event,fused,28,9,2922781,324753.44444444444,3000
decode,progress_meta_before_event,combined,28,11,2975027,270457,3000
decode,progress_meta_before_event,simd,28,8,2720486,340060.75,3000
decode,progress_meta_before_event,baseline,28,9,2955566,328396.22222222225,3000
decode,progress_meta_before_event,core,28,8,2552191,319023.875,3000
decode,progress_meta_before_event,simd,29,8,2700112,337514,3000
decode,progress_meta_before_event,core,29,8,2548085,318510.625,3000
decode,progress_meta_before_event,fused,29,9,2938310,326478.8888888889,3000
decode,progress_meta_before_event,combined,29,11,2975162,270469.2727272727,3000
decode,progress_meta_before_event,baseline,29,9,2940294,326699.3333333333,3000
decode,progress_meta_before_event,combined,30,11,2983255,271205,3000
decode,progress_meta_before_event,core,30,8,2541397,317674.625,3000
decode,progress_meta_before_event,simd,30,8,2695008,336876,3000
decode,progress_meta_before_event,fused,30,9,2941378,326819.77777777775,3000
decode,progress_meta_before_event,baseline,30,9,2933385,325931.6666666667,3000
decode_json,progress_meta_before_event,baseline,0,1,3115488,3115488,3000
decode_json,progress_meta_before_event,core,0,1,3087876,3087876,3000
decode_json,progress_meta_before_event,combined,0,1,3124509,3124509,3000
decode_json,progress_meta_before_event,fused,0,1,3091105,3091105,3000
decode_json,progress_meta_before_event,json_only,0,1,2718015,2718015,3000
decode_json,progress_meta_before_event,simd,0,1,3136217,3136217,3000
decode_json,progress_meta_before_event,combined,1,1,3040473,3040473,3000
decode_json,progress_meta_before_event,simd,1,1,3090539,3090539,3000
decode_json,progress_meta_before_event,baseline,1,1,3204653,3204653,3000
decode_json,progress_meta_before_event,json_only,1,1,2772109,2772109,3000
decode_json,progress_meta_before_event,core,1,1,3141170,3141170,3000
decode_json,progress_meta_before_event,fused,1,1,3128753,3128753,3000
decode_json,progress_meta_before_event,core,2,1,3105229,3105229,3000
decode_json,progress_meta_before_event,simd,2,1,3158015,3158015,3000
decode_json,progress_meta_before_event,combined,2,1,3048232,3048232,3000
decode_json,progress_meta_before_event,json_only,2,1,2751570,2751570,3000
decode_json,progress_meta_before_event,fused,2,1,3160116,3160116,3000
decode_json,progress_meta_before_event,baseline,2,1,3127070,3127070,3000
decode_json,progress_meta_before_event,baseline,3,1,3128472,3128472,3000
decode_json,progress_meta_before_event,json_only,3,1,2751310,2751310,3000
decode_json,progress_meta_before_event,combined,3,1,3047128,3047128,3000
decode_json,progress_meta_before_event,fused,3,1,3091706,3091706,3000
decode_json,progress_meta_before_event,core,3,1,3075189,3075189,3000
decode_json,progress_meta_before_event,simd,3,1,3098429,3098429,3000
decode_json,progress_meta_before_event,json_only,4,1,2750979,2750979,3000
