kind,case,round,variant,mean_ns,median_ns,mean_ci95_low_ns,mean_ci95_high_ns
encode,large_utf8,2,current,719.0239372633253,690.886888888889,697.1385330550531,744.3344609868349
encode,large_utf8,2,baseline,723.2691502286639,705.0343468021487,705.9889332603356,744.541947043739
encode,large_utf8,3,current,720.2203683349377,701.7877525252525,703.5078380101528,740.2531464388182
encode,large_utf8,3,baseline,736.2220957591602,704.4677607101478,715.1019514028147,760.3856157649697
encode,empty_with_retry,1,current,46.955581849044464,45.01027016939368,44.509436280797466,49.82440906570774
encode,empty_with_retry,1,baseline,47.78789310222192,44.995071717263805,44.930504402759524,51.19742168972714
encode,empty_with_retry,2,current,45.9688373635242,46.70187366011529,45.00551688094851,46.73498538239613
encode,empty_with_retry,2,baseline,46.103643603196694,46.79432269098907,45.04596990696005,46.96955986407839
encode,empty_with_retry,3,current,46.01195176383488,46.60422688018053,45.043130076084786,46.807005385695064
encode,empty_with_retry,3,baseline,46.792136545489605,47.517516362470055,45.78038291395645,47.581712188065126
