experiment,scenario,variant,paired_rounds,median_ns,median_ratio_vs_baseline,ratio_p10,ratio_p90
screen-bytes.csv,small_whole,fused_dispatch,31,3398878.0,0.827611865793016,0.8150336419306832,0.847780617472966
screen-bytes.csv,small_whole,lazy,31,4228031.0,1.0391406009250619,1.0201657827463848,1.0815380503843477
screen-bytes.csv,small_whole,poll,31,3424742.0,0.8400391082993777,0.8168740777739318,0.8840811440051365
screen-bytes.csv,small_whole,previous_combo,31,2748236.0,0.6701871893258488,0.6568616381650298,0.6905214856911223
screen-bytes.csv,small_whole,reserve,31,3802192.0,0.9275314248758757,0.9056096084239821,0.9818383012751439
screen-bytes.csv,small_whole,reuse_copy,31,3855554.0,0.9390311232560498,0.9182508692564376,0.9640034744751566
screen-bytes.csv,small_whole,simd,31,3738738.0,0.920472030219427,0.8973940309406722,0.9554950444761487
screen-borrowed.csv,keep_4b,adaptive,31,3283819.0,1.0030838279050611,0.9662295855660391,1.0685985455607583
screen-borrowed.csv,keep_4b,baseline,31,3242344.0,1.0,1.0,1.0
screen-borrowed.csv,keep_4b,capped,31,4095529.0,1.2428917889921127,1.2062064317161147,1.3305253853385082
screen-borrowed.csv,keep_4b,comment,31,3834218.0,1.184083735358587,1.1435004014401289,1.3305782999425042
screen-borrowed.csv,keep_4b,core,31,4620707.0,1.4294020125520581,1.3519685532767274,1.4738703859668076
screen-borrowed.csv,keep_4b,fused_direct,31,3588065.0,1.1109472612565365,1.0350943370745684,1.1842956826733229
screen-borrowed.csv,keep_4b,fused_dispatch,31,3329875.0,1.0170465930737775,0.9884514594725602,1.0684795773728155
screen-borrowed.csv,keep_4b,lazy,31,3259760.0,0.9946500281025322,0.9453048453349849,1.0398113176417823
screen-borrowed.csv,keep_4b,poll,31,3530404.0,1.0819450630382677,1.052435386599832,1.1471808895182012
screen-borrowed.csv,keep_4b,previous_combo,31,3396470.0,1.044560199121096,0.9673844056882512,1.123959165770019
screen-borrowed.csv,keep_4b,reserve,31,3622974.0,1.1133750856309668,1.0575814650556288,1.183847441706458
screen-borrowed.csv,keep_4b,reuse_copy,31,3348082.0,1.0389584006298958,0.994515955930747,1.0727745142482377
screen-borrowed.csv,keep_4b,simd,31,3513090.0,1.0810629438503359,1.024945547699809,1.1352756506838364
screen-borrowed.csv,large_tcp,adaptive,31,107194.55555555556,0.9664690929780126,0.9233211735934713,1.0259808631450182
screen-borrowed.csv,large_tcp,baseline,31,112412.78787878787,1.0,1.0,1.0
screen-borrowed.csv,large_tcp,capped,31,157075.7,1.4122081828253337,1.3512210310331387,1.479509348535259
screen-borrowed.csv,large_tcp,comment,31,108452.53333333334,0.968005030859751,0.9458090766655889,1.0156978406532258
screen-borrowed.csv,large_tcp,core,31,111088.88372093023,0.9966220361720318,0.9663617039230289,1.0321299038712601
screen-borrowed.csv,large_tcp,fused_direct,31,112328.04651162791,0.9955426795326916,0.9578784725646805,1.0318656160494457
screen-borrowed.csv,large_tcp,fused_dispatch,31,110561.9756097561,0.990083483086586,0.9450831340296248,1.0416661153700613
screen-borrowed.csv,large_tcp,lazy,31,143804.6875,1.2823881589732125,1.2507937593267182,1.3698865661099773
screen-borrowed.csv,large_tcp,poll,31,111789.63636363637,1.0057675605589742,0.9739742312590856,1.0390826313181367
screen-borrowed.csv,large_tcp,previous_combo,31,107555.76666666666,0.9690931689735285,0.9194992511643465,1.004472836191753
screen-borrowed.csv,large_tcp,reserve,31,110565.55,0.9883264662278912,0.9545267124848117,1.0271962231553196
screen-borrowed.csv,large_tcp,reuse_copy,31,140801.0588235294,1.2710136710779456,1.2212869251848555,1.299267386176828
screen-borrowed.csv,large_tcp,simd,31,88610.89285714286,0.7946046060916324,0.7717645823516905,0.8104252152007232
screen-borrowed.csv,large_utf8_tcp,adaptive,31,1002334.4,0.9959183958604136,0.9339864436952766,1.0234535965734408
screen-borrowed.csv,large_utf8_tcp,baseline,31,1002028.5,1.0,1.0,1.0
screen-borrowed.csv,large_utf8_tcp,capped,31,1039676.25,1.0348484082478087,0.9837918086268365,1.0417147040122896
screen-borrowed.csv,large_utf8_tcp,comment,31,1001580.0,0.997552767665098,0.9153110209631976,1.0292735805017075
screen-borrowed.csv,large_utf8_tcp,core,31,1005071.4,1.0005038667009474,0.9614972578127217,1.0153475190129952
screen-borrowed.csv,large_utf8_tcp,fused_direct,31,1004433.8,1.0014455324760634,0.964142950484853,1.0476504572215959
screen-borrowed.csv,large_utf8_tcp,fused_dispatch,31,1002613.75,0.9994719023490325,0.9266845540922513,1.0145540990804156
screen-borrowed.csv,large_utf8_tcp,lazy,31,1034752.5,1.0320025827608696,0.9931259011812535,1.0570170032209063
screen-borrowed.csv,large_utf8_tcp,poll,31,1005552.75,1.0044958584672625,0.9968032915342985,1.0417859637585496
screen-borrowed.csv,large_utf8_tcp,previous_combo,31,1001774.4,0.9978167264725422,0.9325624615910184,1.0131260987289725
screen-borrowed.csv,large_utf8_tcp,reserve,31,1003919.0,1.0009021671050984,0.9637534622908983,1.0111237926511423
screen-borrowed.csv,large_utf8_tcp,reuse_copy,31,1032062.75,1.0277849313242835,0.9766899578408899,1.0445531754979331
screen-borrowed.csv,large_utf8_tcp,simd,31,189065.1923076923,0.188105091817959,0.17590328141774364,0.1992385361382825
screen-borrowed.csv,medium_10b,adaptive,31,902294.4,0.9806157491762224,0.960392265117938,0.9998970671954266
screen-borrowed.csv,medium_10b,baseline,31,919316.2,1.0,1.0,1.0
screen-borrowed.csv,medium_10b,capped,31,894917.2,0.9733148060302337,0.9081489299087707,0.9973984173561241
screen-borrowed.csv,medium_10b,comment,31,910703.0,0.9927127695620622,0.8686651733358699,1.006031726182053
screen-borrowed.csv,medium_10b,core,31,1019150.25,1.1113591140931414,1.0336728636229868,1.1582110228370381
screen-borrowed.csv,medium_10b,fused_direct,31,971370.6,1.0502837603465998,0.9876313103347284,1.0836232913541939
screen-borrowed.csv,medium_10b,fused_dispatch,31,922392.8,1.0001385851181914,0.9623796597962601,1.0808793390594924
screen-borrowed.csv,medium_10b,lazy,31,866176.6,0.9308353885278948,0.8797159726333794,0.9637340965618832
screen-borrowed.csv,medium_10b,poll,31,961788.0,1.0438335137650196,0.9740939488345189,1.0659371365432542
screen-borrowed.csv,medium_10b,previous_combo,31,959860.0,1.040535669858791,1.0073080944553816,1.0669886497150132
screen-borrowed.csv,medium_10b,reserve,31,980110.0,1.0647946408104354,1.0104557928996927,1.1097359102341502
screen-borrowed.csv,medium_10b,reuse_copy,31,819313.1666666666,0.8877054406404332,0.8174493899798259,0.9200113200954687
screen-borrowed.csv,medium_10b,simd,31,996996.4,1.0790228514370392,1.0053757926816882,1.152027158986251
screen-borrowed.csv,mixed_multiline_tcp,adaptive,31,494597.3,0.979485661265673,0.936768149970157,1.0085873628970297
screen-borrowed.csv,mixed_multiline_tcp,baseline,31,499788.55555555556,1.0,1.0,1.0
screen-borrowed.csv,mixed_multiline_tcp,capped,31,495542.7,0.9894328056370437,0.8836099751707895,1.0311410847850444
screen-borrowed.csv,mixed_multiline_tcp,comment,31,529406.8888888889,1.0621953622390548,1.0312078694976157,1.113616083668924
screen-borrowed.csv,mixed_multiline_tcp,core,31,566284.25,1.1338067242658396,1.0632865284499844,1.1692172459038062
screen-borrowed.csv,mixed_multiline_tcp,fused_direct,31,486780.6,0.9636511746796617,0.9065925433864377,1.007919334150718
