run,scenario,variant,mean_ns,mean_ci_low,mean_ci_high,median_ns,ratio_to_baseline,ratio_to_step1,ratio_to_core
focus3,json_metadata_after_tcp,step1,1481021.155384616,1449913.093923077,1520323.0646538457,1433516.076923077,0.996306668952646,1.0,0.9576120950070751
focus3,json_metadata_after_tcp,step2,1517299.9349008,1483652.0615775634,1558785.798524754,1466730.668560606,1.0207119854074607,1.0244957875073448,0.9810695574008319
focus3,keepalive_4b_chunks,baseline,11781282.19,11673617.294,11909326.03825,11641130.25,1.0,1.0042608914013451,0.894836946919941
focus3,keepalive_4b_chunks,core,13165842.37,13017726.047249999,13325319.675999999,13080259.25,1.117522028389679,1.1222836683912583,1.0
focus3,keepalive_4b_chunks,step1,11731296.41,11634476.59075,11844741.964750001,11611754.0,0.9957571867650851,1.0,0.8910403208784582
focus3,keepalive_4b_chunks,step2,12066465.26,11978133.0375,12172733.2985,11949551.5,1.0242064543910225,1.0285704868657393,0.9164977766629604
focus3,keepalive_whole_stream_chunk,baseline,1087353.57624263,1065413.9119729814,1113446.3149130158,1060029.532051282,1.0,1.1285027185388654,1.0057431425272874
focus3,keepalive_whole_stream_chunk,core,1081144.4098045425,1052494.611377672,1117367.8973841926,1040472.3513157895,0.9942896528105023,1.1220585762117166,1.0
focus3,keepalive_whole_stream_chunk,step1,963536.5146931027,949821.4383332416,982113.0874990356,948100.664347826,0.8861298989999377,1.0,0.891219069307585
focus3,keepalive_whole_stream_chunk,step2,1101790.5745600862,1080870.811584601,1126675.053145137,1087473.8292929293,1.0132771884259981,1.1434860617721572,1.0190965837387775
focus3,metadata_events_tcp_chunks,baseline,4103945.46,4023131.7025833335,4196489.422083333,3934658.583333333,1.0,0.9768797613684491,0.9002041153095517
focus3,metadata_events_tcp_chunks,core,4558905.463999999,4484597.494,4646490.126699998,4437466.3,1.1108591740398028,1.085175844849955,1.0
focus3,metadata_events_tcp_chunks,step1,4201075.324,4133059.2506,4281262.655700001,4097382.0,1.0236674353854596,1.0,0.9215096380423653
focus3,metadata_events_tcp_chunks,step2,4326031.316,4191672.3681,4492998.273699999,4106732.3,1.0541152064920472,1.0297438113728046,0.9489188468945188
focus3,multiline_data_tcp_chunks,baseline,2739983.415,2692595.0933125,2795549.8784999996,2671761.875,1.0,1.00008818440442,0.9821349872777801
focus3,multiline_data_tcp_chunks,core,2789823.65,2727143.7879375,2866599.671125,2676729.0625,1.0181899768907907,1.0182797653674893,1.0
focus3,multiline_data_tcp_chunks,step1,2739741.8125,2691244.7814375004,2795957.4604375,2676073.5625,0.9999118233713834,1.0,0.9820483859257556
focus3,multiline_data_tcp_chunks,step2,2838275.2028571437,2790063.0200714287,2894990.9300714293,2766305.428571428,1.03587313241352,1.0359644802687566,1.0173672457243468
focus3,small_data_tcp_chunks,baseline,3833290.88,3788877.1090833326,3887318.0318333334,3775604.166666667,1.0,0.9882029678461273,1.2356753133551492
focus3,small_data_tcp_chunks,core,3102182.9428571435,3054284.6448571426,3162453.415142857,3036753.1428571427,0.8092740780624359,0.7997270457422376,1.0
focus3,small_data_tcp_chunks,step1,3879052.1833333336,3833613.013916666,3934437.3239999996,3820405.6666666665,1.0119378635135912,1.0,1.250426636593097
