mode,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
bytes_tokio,small_data_tcp_chunks,baseline,12,1,3712146,3712146,100000
bytes_tokio,small_data_tcp_chunks,step1,13,1,3683478,3683478,100000
bytes_tokio,small_data_tcp_chunks,baseline,13,1,3698779,3698779,100000
bytes_tokio,small_data_tcp_chunks,core,13,1,3062886,3062886,100000
bytes_tokio,small_data_tcp_chunks,core,14,1,3043075,3043075,100000
bytes_tokio,small_data_tcp_chunks,step1,14,1,3701149,3701149,100000
bytes_tokio,small_data_tcp_chunks,baseline,14,1,3726339,3726339,100000
bytes_tokio,small_data_tcp_chunks,core,15,1,3105163,3105163,100000
bytes_tokio,small_data_tcp_chunks,baseline,15,1,3715105,3715105,100000
bytes_tokio,small_data_tcp_chunks,step1,15,1,3679834,3679834,100000
bytes_tokio,small_data_tcp_chunks,core,16,1,2999213,2999213,100000
bytes_tokio,small_data_tcp_chunks,step1,16,1,3696710,3696710,100000
bytes_tokio,small_data_tcp_chunks,baseline,16,1,3694585,3694585,100000
bytes_tokio,small_data_tcp_chunks,core,17,1,2990378,2990378,100000
bytes_tokio,small_data_tcp_chunks,step1,17,1,3695127,3695127,100000
bytes_tokio,small_data_tcp_chunks,baseline,17,1,3754209,3754209,100000
bytes_tokio,small_data_tcp_chunks,baseline,18,1,3713599,3713599,100000
bytes_tokio,small_data_tcp_chunks,step1,18,1,3869510,3869510,100000
bytes_tokio,small_data_tcp_chunks,core,18,1,2999325,2999325,100000
bytes_tokio,small_data_tcp_chunks,core,19,1,3001749,3001749,100000
bytes_tokio,small_data_tcp_chunks,baseline,19,1,3725964,3725964,100000
bytes_tokio,small_data_tcp_chunks,step1,19,1,3680707,3680707,100000
bytes_tokio,small_data_tcp_chunks,core,20,1,3007794,3007794,100000
bytes_tokio,small_data_tcp_chunks,baseline,20,1,3690186,3690186,100000
bytes_tokio,small_data_tcp_chunks,step1,20,1,3682878,3682878,100000
bytes_tokio,small_data_tcp_chunks,step1,21,1,3684537,3684537,100000
