mode,scenario,variant,reference,rounds,ratio_median,ratio_p10,ratio_p90
bytes_tokio,alternating_sizes_tcp,baseline,step1,31,1.1152485340903167,1.099186071309911,1.125957693339868
bytes_tokio,alternating_sizes_tcp,baseline,step2,31,1.158483634499663,1.1401084703289026,1.1754122302896786
bytes_tokio,alternating_sizes_tcp,baseline,core,31,1.2297120442913125,1.2044050838742222,1.243631232530296
bytes_tokio,alternating_sizes_tcp,core,baseline,31,0.8131985082542665,0.8040968848662612,0.8302854358462933
bytes_tokio,alternating_sizes_tcp,core,step1,31,0.9075476882835052,0.8843994073764723,0.9291274996833937
bytes_tokio,alternating_sizes_tcp,core,step2,31,0.942895499336369,0.9274994838708456,0.95410139781073
bytes_tokio,alternating_sizes_tcp,original,baseline,31,0.9908216299611894,0.9768555816029518,1.0175758606409409
bytes_tokio,alternating_sizes_tcp,original,step1,31,1.1050123703591945,1.0904809674937888,1.1196025813494181
bytes_tokio,alternating_sizes_tcp,original,step2,31,1.1453245348451657,1.128270406764314,1.1697736953976245
bytes_tokio,alternating_sizes_tcp,original,core,31,1.2170662754317931,1.18810669090632,1.2457428820836838
bytes_tokio,alternating_sizes_tcp,step1,baseline,31,0.8966611203086474,0.888132836531143,0.9097640755293505
bytes_tokio,alternating_sizes_tcp,step1,step2,31,1.038083611805606,1.0297314488795521,1.0528483863251865
bytes_tokio,alternating_sizes_tcp,step1,core,31,1.1018704723840518,1.076278552018702,1.1307108436067943
bytes_tokio,alternating_sizes_tcp,step2,baseline,31,0.8631973471354989,0.8507653521297388,0.8771095260010799
bytes_tokio,alternating_sizes_tcp,step2,step1,31,0.9633135410553637,0.9498043716345085,0.9711269876122528
bytes_tokio,alternating_sizes_tcp,step2,core,31,1.060562915724831,1.0481066292268184,1.0781677158747078
bytes_tokio,comment_crlf_tcp,baseline,step1,31,1.0001425795795562,0.9977049259944029,1.0053277127402929
bytes_tokio,comment_crlf_tcp,baseline,step2,31,0.9998080390015996,0.9982901333837858,1.0030984069204978
bytes_tokio,comment_crlf_tcp,baseline,core,31,0.4188761900883422,0.41806724961560915,0.42091806532278
bytes_tokio,comment_crlf_tcp,core,baseline,31,2.3873402777777777,2.3757592804508225,2.39195966897538
bytes_tokio,comment_crlf_tcp,core,step1,31,2.3856205621421953,2.3789483258276864,2.394974632968542
bytes_tokio,comment_crlf_tcp,core,step2,31,2.3848747112726723,2.3789005487017123,2.3948789621496895
bytes_tokio,comment_crlf_tcp,original,baseline,31,0.9999014686921002,0.996785949574205,1.0030127263819417
bytes_tokio,comment_crlf_tcp,original,step1,31,0.9999739606318571,0.9964388413663864,1.0030091488267532
bytes_tokio,comment_crlf_tcp,original,step2,31,0.9998845749480927,0.9982739293697036,1.002725360204595
bytes_tokio,comment_crlf_tcp,original,core,31,0.41938682681346395,0.41759029000160086,0.42051776655007417
bytes_tokio,comment_crlf_tcp,step1,baseline,31,0.9998574407464823,0.9947005213595765,1.0023003534870891
bytes_tokio,comment_crlf_tcp,step1,step2,31,0.9996655071138986,0.9979546468100058,1.0036380893193577
bytes_tokio,comment_crlf_tcp,step1,core,31,0.4191781441982704,0.4175409568996195,0.42035381312962267
bytes_tokio,comment_crlf_tcp,step2,baseline,31,1.0001919978545002,0.9969111635517299,1.0017127952676628
bytes_tokio,comment_crlf_tcp,step2,step1,31,1.0003346048090296,0.9963750983964498,1.0020495452338765
bytes_tokio,comment_crlf_tcp,step2,core,31,0.4193092388766858,0.41755763685960173,0.42036225538968036
bytes_tokio,json_crlf_tcp,baseline,step1,31,0.9504576454614452,0.9331571383098781,0.9695153436961559
bytes_tokio,json_crlf_tcp,baseline,step2,31,0.9494875285903158,0.9304321329477567,0.9806714216178092
bytes_tokio,json_crlf_tcp,baseline,core,31,0.9296915795051187,0.916655978662771,0.9399802236542292
bytes_tokio,json_crlf_tcp,core,baseline,31,1.0756255322139272,1.0638521692642005,1.0909218106653407
bytes_tokio,json_crlf_tcp,core,step1,31,1.0223796769181555,1.011362379675061,1.0361451261510966
bytes_tokio,json_crlf_tcp,core,step2,31,1.0297048221367935,1.002044961406436,1.0456241714240684
bytes_tokio,json_crlf_tcp,original,baseline,31,0.9968623683754008,0.9844198084930574,1.0138185836160472
bytes_tokio,json_crlf_tcp,original,step1,31,0.9453510915560406,0.9355869088102646,0.9604722387025507
bytes_tokio,json_crlf_tcp,original,step2,31,0.9503032948831013,0.9314302920806986,0.9744004972601227
bytes_tokio,json_crlf_tcp,original,core,31,0.9252084067716841,0.9127510404790619,0.9407170318924643
bytes_tokio,json_crlf_tcp,step1,baseline,31,1.0521247367256457,1.0314431911800646,1.0716308743146805
bytes_tokio,json_crlf_tcp,step1,step2,31,1.0073364658046169,0.9836289918226762,1.0169608103145291
bytes_tokio,json_crlf_tcp,step1,core,31,0.9781102095205801,0.965115768786789,0.9887652735523823
bytes_tokio,json_crlf_tcp,step2,baseline,31,1.0531997207848312,1.0197095356876054,1.074769415832449
bytes_tokio,json_crlf_tcp,step2,step1,31,0.9927169659258223,0.9833220610445318,1.0166434787032743
bytes_tokio,json_crlf_tcp,step2,core,31,0.971152099613216,0.9563665677679091,0.9979592119264132
bytes_tokio,json_line_tcp,baseline,step1,31,1.0079752102882096,0.9814017041529132,1.028420813033329
bytes_tokio,json_line_tcp,baseline,step2,31,0.9777347336239653,0.9534783276256851,1.0087300903886462
bytes_tokio,json_line_tcp,baseline,core,31,1.3219514349662629,1.2833466712447545,1.3598994070983834
bytes_tokio,json_line_tcp,core,baseline,31,0.7564574412868055,0.7353485079706737,0.7792126807248984
bytes_tokio,json_line_tcp,core,step1,31,0.7643777602916975,0.7457828473577535,0.7877593920706917
bytes_tokio,json_line_tcp,core,step2,31,0.7436026775879678,0.7246849876295166,0.76419530785192
bytes_tokio,json_line_tcp,original,baseline,31,1.0068410626708453,0.9789934614364106,1.0313513453779686
bytes_tokio,json_line_tcp,original,step1,31,1.0148748663978355,0.9878266049707684,1.0414438704543691
bytes_tokio,json_line_tcp,original,step2,31,0.9852431337121607,0.9558008826234626,1.0115342421357323
bytes_tokio,json_line_tcp,original,core,31,1.331760591632183,1.293702039147423,1.3619625508485098
bytes_tokio,json_line_tcp,step1,baseline,31,0.9920878904492808,0.9723646072958191,1.018950747454774
bytes_tokio,json_line_tcp,step1,step2,31,0.9708025751087433,0.9447274368481039,1.0029848924742795
bytes_tokio,json_line_tcp,step1,core,31,1.3082536566976855,1.269423138671081,1.3408728875206997
bytes_tokio,json_line_tcp,step2,baseline,31,1.0227722976491882,0.9913454644886397,1.04879153623781
bytes_tokio,json_line_tcp,step2,step1,31,1.0300755536088129,0.9970239905938005,1.0585063596081237
bytes_tokio,json_line_tcp,step2,core,31,1.3448041946859457,1.3085660036449378,1.3799099154393326
bytes_tokio,json_metadata_after_tcp,baseline,step1,31,0.9594205980386354,0.9197144871683425,0.9926378988189473
